[19-Nov-2014 22:31:39 UTC] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:21:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:21:10 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:21:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:21:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:21:59 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:22:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:22:15 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:22:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:22:31 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:23:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:25:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:26:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:26:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:26:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:27:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:27:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:27:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:27:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:27:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:15 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:28:53 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:29:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:29:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:29:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:29:55 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:30:10 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:30:24 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:30:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:30:55 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:31:10 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:31:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:31:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:31:55 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:32:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:32:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:32:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:34:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:35:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:35:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:35:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:35:49 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:36:01 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:36:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:37:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:37:49 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:38:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:39:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:41:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:43:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:43:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:43:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:44:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:45:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:45:30 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:45:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:46:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:46:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:46:23 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:46:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:46:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:47:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:47:16 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:47:24 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:48:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:48:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:49:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:50:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:50:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:51:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:52:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:54:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:54:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:55:29 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:56:29 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:29 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:57:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:58:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:59:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:59:49 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:19 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:00:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:01:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:01:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:01:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:01:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:01:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:31 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:54 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:02:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:29 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:03:59 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:31 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:04:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:05:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:06:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:08:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:09:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:09:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:09:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:10:03 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:10:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:10:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:10:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:10:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:11:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:30 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:12:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:13:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:13:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:13:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:13:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:13:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:14:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:24 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:15:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:16:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:16:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:16:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:16:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:16:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:17:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:17:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:17:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:17:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:18:03 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:18:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:18:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:18:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:19:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:19:01 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:19:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:19:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:20:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:20:24 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:20:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:20:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:21:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:21:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:21:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:21:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:30 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:22:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:23:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:01 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:24:55 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:41 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:25:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:26:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:26:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:26:41 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:26:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:27:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:27:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:27:41 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:27:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:28:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:28:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:28:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:28:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:29:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:29:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:29:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:29:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:30:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:30:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:30:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:30:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:31:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:31:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:31:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:31:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:32:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:32:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:32:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:32:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:33:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:33:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:33:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
